
Save date(yyyy-MM-dd HH:mm:ss): 2023-05-01 15:10:53 / Application Release: VAG DPF v.3.28.12 / Log Format: 1.3
Time (ms)	Soot Mass Calc. (g)	Regen. Duration (min)	Distance Since Last Regen. (km)	Time Since Last Regen. (min)	Oil Ash Residue (g)	Low Press. EGR Closing (%)	DPF Input Gas Temp. (°C)	DPF Surface Temp. (°C)	Nox sulfur charge (g)	Post injection 1 (mg/str)	Post injection 2 (mg/str)	Post injection 3 (mg/str)	Distance driven (km)	
1682946279110	6.39	0	111	63	47.15	98	285	293	1.40	0.00	0.00	0.60	196233	
1682946279773	6.39	0	111	63	47.15	58	284	293	1.40	0.00	0.00	1.64	196233	
1682946280423	6.39	0	111	63	47.15	61	284	292	1.40	0.00	0.00	2.00	196233	
1682946281074	6.39	0	111	63	47.15	79	284	292	1.40	0.00	0.00	1.64	196233	
1682946281736	6.39	0	111	63	47.15	58	283	292	1.40	0.00	0.00	2.00	196233	
1682946282388	6.39	0	111	63	47.15	55	283	292	1.40	0.00	0.00	2.00	196233	
1682946283077	6.39	0	111	63	47.15	60	283	291	1.40	0.00	0.00	2.00	196233	
1682946283726	6.39	0	111	63	47.15	59	282	291	1.40	0.00	0.00	2.00	196233	
1682946284391	6.39	0	111	63	47.15	59	283	291	1.40	0.00	0.00	2.00	196233	
1682946285047	6.39	0	111	63	47.15	60	282	290	1.40	0.00	0.00	2.00	196233	
1682946285728	6.40	0	111	63	47.15	59	283	290	1.40	0.00	0.00	2.00	196233	
1682946286377	6.40	0	111	63	47.15	58	282	290	1.40	0.00	0.00	2.00	196233	
1682946287028	6.40	0	111	63	47.15	68	282	289	1.40	0.00	0.00	2.00	196233	
1682946287679	6.40	0	111	63	47.15	53	282	289	1.40	0.00	0.00	2.00	196233	
1682946288347	6.41	0	111	63	47.15	55	281	289	1.40	0.00	0.00	2.00	196233	
1682946289001	6.41	0	111	63	47.15	53	282	288	1.40	0.00	0.00	0.60	196233	
1682946289680	6.41	0	111	63	47.15	96	282	288	1.40	0.00	0.00	0.00	196233	
1682946290332	6.41	0	111	63	47.15	96	283	288	1.40	0.00	0.00	0.00	196233	
1682946291003	6.41	0	111	63	47.15	92	282	288	1.40	0.00	0.00	0.00	196233	
1682946291665	6.41	0	111	63	47.15	96	283	287	1.40	0.00	0.00	0.00	196233	
1682946292333	6.41	0	111	63	47.15	99	283	287	1.40	0.00	0.00	0.00	196233	
1682946292986	6.41	0	111	63	47.15	65	283	287	1.40	0.00	0.00	1.32	196233	
1682946293670	6.41	0	111	63	47.15	59	283	287	1.40	0.00	0.00	2.00	196233	
1682946294348	6.41	0	111	63	47.15	60	283	286	1.40	0.00	0.00	2.00	196233	
1682946295043	6.41	0	111	64	47.15	58	283	286	1.40	0.00	0.00	2.00	196233	
1682946295728	6.41	0	111	64	47.15	56	284	286	1.40	0.00	0.00	2.00	196233	
1682946296405	6.41	0	111	64	47.15	56	283	285	1.40	0.00	0.00	2.00	196234	
1682946297049	6.41	0	111	64	47.15	56	284	285	1.40	0.00	0.00	2.00	196234	
1682946297702	6.41	0	111	64	47.15	56	284	285	1.40	0.00	0.00	2.00	196234	
1682946298375	6.42	0	111	64	47.15	53	284	284	1.40	0.00	0.00	2.00	196234	
1682946299039	6.42	0	111	64	47.15	55	284	284	1.40	0.00	0.00	2.00	196234	
1682946299707	6.42	0	111	64	47.15	55	285	284	1.40	0.00	0.00	2.00	196234	
1682946300371	6.42	0	111	64	47.15	54	285	284	1.40	0.00	0.00	2.00	196234	
1682946301042	6.42	0	112	64	47.15	52	286	283	1.40	0.00	0.00	2.00	196234	
1682946301703	6.42	0	112	64	47.15	53	286	283	1.40	0.00	0.00	2.00	196234	
1682946302373	6.42	0	112	64	47.15	75	286	283	1.40	0.00	0.00	0.00	196234	
1682946303027	6.42	0	112	64	47.15	96	286	283	1.40	0.00	0.00	0.00	196234	
1682946303698	6.42	0	112	64	47.15	56	286	282	1.40	0.00	0.00	1.91	196234	
1682946304374	6.42	0	112	64	47.15	59	286	282	1.40	0.00	0.00	2.00	196234	
1682946305028	6.42	0	112	64	47.15	60	286	282	1.40	0.00	0.00	2.00	196234	
1682946305695	6.43	0	112	64	47.15	66	286	282	1.40	0.00	0.00	2.00	196234	
1682946306397	6.43	0	112	64	47.15	57	286	281	1.40	0.00	0.00	2.00	196234	
1682946307080	6.43	0	112	64	47.15	54	286	281	1.40	0.00	0.00	2.03	196234	
1682946307729	6.43	0	112	64	47.15	54	287	281	1.40	0.00	0.00	2.03	196234	
1682946308383	6.43	0	112	64	47.15	54	286	281	1.40	0.00	0.00	2.00	196234	
1682946309072	6.43	0	112	64	47.15	94	286	280	1.40	0.00	0.00	0.00	196234	
1682946309734	6.43	0	112	64	47.15	63	286	280	1.40	0.00	0.00	1.71	196234	
1682946310418	6.43	0	112	64	47.15	58	286	280	1.40	0.00	0.00	2.00	196234	
1682946311067	6.43	0	112	64	47.15	59	286	280	1.40	0.00	0.00	2.00	196234	
1682946311717	6.43	0	112	64	47.15	57	286	280	1.40	0.00	0.00	0.60	196234	
1682946312365	6.43	0	112	64	47.15	96	286	280	1.40	0.00	0.00	0.00	196234	
1682946313035	6.43	0	112	64	47.15	60	286	279	1.40	0.00	0.00	2.00	196234	
1682946313682	6.43	0	112	64	47.15	61	286	279	1.40	0.00	0.00	2.00	196234	
1682946314366	6.43	0	112	64	47.15	72	286	279	1.40	0.00	0.00	2.00	196234	
1682946315056	6.43	0	112	64	47.15	51	285	279	1.40	0.00	0.00	0.60	196234	
1682946315721	6.43	0	112	64	47.15	96	285	279	1.40	0.00	0.00	0.00	196234	
1682946316388	6.43	0	112	64	47.15	96	285	279	1.40	0.00	0.00	0.00	196234	
1682946317040	6.43	0	112	64	47.15	96	284	279	1.40	0.00	0.00	0.60	196234	
1682946317726	6.43	0	112	64	47.15	58	285	278	1.40	0.00	0.00	1.32	196234	
1682946318392	6.43	0	112	64	47.15	59	284	278	1.40	0.00	0.00	2.00	196234	
1682946319053	6.43	0	112	64	47.15	62	284	278	1.40	0.00	0.00	2.00	196234	
1682946319741	6.43	0	112	64	47.15	75	284	278	1.40	0.00	0.00	1.82	196234	
1682946320412	6.43	0	112	64	47.15	69	284	278	1.40	0.00	0.00	1.84	196234	
1682946321081	6.43	0	112	64	47.15	52	284	278	1.40	0.00	0.00	0.60	196234	
1682946321778	6.43	0	112	64	47.15	96	284	277	1.40	0.00	0.00	0.00	196234	
1682946322440	6.43	0	112	64	47.15	94	283	277	1.40	0.00	0.00	0.00	196234	
1682946323127	6.43	0	112	64	47.15	94	283	277	1.40	0.00	0.00	0.00	196234	
1682946323782	6.43	0	112	64	47.15	47	283	277	1.40	0.00	0.00	1.85	196234	
1682946324460	6.43	0	112	64	47.15	74	282	277	1.40	0.00	0.00	2.00	196234	
1682946325112	6.43	0	112	64	47.15	79	282	277	1.40	0.00	0.00	2.00	196234	
1682946325797	6.44	0	112	64	47.15	59	282	277	1.40	0.00	0.00	2.00	196234	
1682946326446	6.44	0	112	64	47.15	56	281	277	1.40	0.00	0.00	2.00	196234	
1682946327115	6.44	0	112	64	47.15	60	281	276	1.40	0.00	0.00	2.00	196234	
1682946327800	6.44	0	112	64	47.15	55	281	276	1.40	0.00	0.00	2.00	196234	
1682946328449	6.44	0	112	64	47.15	57	281	276	1.40	0.00	0.00	2.00	196234	
1682946329130	6.44	0	112	64	47.15	94	281	276	1.40	0.00	0.00	0.00	196234	
1682946329787	6.44	0	112	64	47.15	64	281	276	1.40	0.00	0.00	2.00	196234	
1682946330468	6.44	0	112	64	47.15	59	281	276	1.40	0.00	0.00	2.00	196234	
1682946331117	6.44	0	112	64	47.15	60	281	275	1.40	0.00	0.00	2.00	196234	
1682946331819	6.45	0	112	64	47.15	63	281	275	1.40	0.00	0.00	2.00	196234	
1682946332467	6.45	0	112	64	47.15	58	281	275	1.40	0.00	0.00	1.94	196234	
1682946333121	6.45	0	112	64	47.15	55	281	275	1.40	0.00	0.00	1.87	196234	
1682946333788	6.45	0	112	64	47.15	55	281	275	1.40	0.00	0.00	1.92	196234	
1682946334456	6.45	0	112	64	47.15	56	280	275	1.40	0.00	0.00	0.60	196234	
1682946335140	6.45	0	112	64	47.15	98	280	274	1.40	0.00	0.00	0.00	196234	
1682946335840	6.45	0	112	64	47.15	62	280	274	1.40	0.00	0.00	2.00	196234	
1682946336541	6.45	0	112	64	47.15	60	280	274	1.40	0.00	0.00	2.00	196235	
1682946337204	6.45	0	112	64	47.15	59	280	274	1.40	0.00	0.00	2.00	196235	
1682946337858	6.46	0	112	64	47.15	57	279	274	1.40	0.00	0.00	2.00	196235	
1682946338525	6.46	0	112	64	47.15	56	279	274	1.40	0.00	0.00	1.85	196235	
1682946339177	6.46	0	112	64	47.15	56	279	274	1.40	0.00	0.00	1.90	196235	
1682946339865	6.46	0	112	64	47.15	54	279	273	1.40	0.00	0.00	2.00	196235	
1682946340546	6.46	0	112	64	47.15	63	279	273	1.40	0.00	0.00	2.00	196235	
1682946341211	6.46	0	112	64	47.15	56	278	273	1.40	0.00	0.00	2.00	196235	
1682946341878	6.46	0	113	64	47.15	57	278	273	1.40	0.00	0.00	2.00	196235	
1682946342544	6.47	0	113	64	47.15	57	278	273	1.40	0.00	0.00	2.00	196235	
1682946343213	6.47	0	113	64	47.15	94	278	273	1.40	0.00	0.00	0.00	196235	
1682946343864	6.47	0	113	64	47.15	96	278	273	1.40	0.00	0.00	0.96	196235	
1682946344533	6.47	0	113	64	47.15	58	278	272	1.40	0.00	0.00	2.00	196235	
1682946345200	6.47	0	113	64	47.15	84	278	272	1.40	0.00	0.00	1.76	196235	
1682946345870	6.47	0	113	64	47.15	79	278	272	1.40	0.00	0.00	1.65	196235	
1682946346533	6.47	0	113	64	47.15	61	278	272	1.40	0.00	0.00	1.75	196235	
1682946347201	6.47	0	113	64	47.15	58	278	272	1.40	0.00	0.00	1.85	196235	
1682946347903	6.47	0	113	64	47.15	57	278	272	1.40	0.00	0.00	1.81	196235	
1682946348567	6.47	0	113	64	47.15	56	278	271	1.40	0.00	0.00	1.50	196235	
1682946349219	6.47	0	113	64	47.15	56	278	271	1.40	0.00	0.00	1.67	196235	
1682946349891	6.47	0	113	64	47.15	54	279	271	1.40	0.00	0.00	2.04	196235	
1682946350549	6.47	0	113	64	47.15	58	279	271	1.40	0.00	0.00	2.08	196235	
1682946351278	6.47	0	113	65	47.15	55	279	271	1.40	0.00	0.00	2.00	196235	
1682946352121	6.47	0	113	65	47.15	62	280	271	1.40	0.00	0.00	2.00	196235	
1682946352788	6.47	0	113	65	47.15	56	280	271	1.40	0.00	0.00	2.00	196235	
1682946353472	6.47	0	113	65	47.15	55	281	271	1.40	0.00	0.00	2.00	196235	
1682946354123	6.47	0	113	65	47.15	57	281	270	1.40	0.00	0.00	2.00	196235	
1682946354773	6.47	0	113	65	47.15	54	281	270	1.40	0.00	0.00	2.00	196235	
1682946355448	6.47	0	113	65	47.15	51	282	270	1.40	0.00	0.00	2.00	196235	
1682946356123	6.47	0	113	65	47.15	54	282	270	1.40	0.00	0.00	2.00	196235	
1682946356776	6.47	0	113	65	47.15	54	283	270	1.40	0.00	0.00	2.00	196235	
1682946357456	6.48	0	113	65	47.15	54	283	270	1.40	0.00	0.00	2.00	196235	
1682946358093	6.48	0	113	65	47.15	53	283	270	1.40	0.00	0.00	2.00	196235	
1682946358761	6.48	0	113	65	47.15	64	284	270	1.40	0.00	0.00	0.00	196235	
1682946359428	6.48	0	113	65	47.15	96	284	270	1.40	0.00	0.00	0.60	196235	
1682946360101	6.48	0	113	65	47.15	54	285	270	1.40	0.00	0.00	1.17	196235	
1682946360773	6.48	0	113	65	47.15	56	285	270	1.40	0.00	0.00	1.20	196235	
1682946361481	6.48	0	113	65	47.15	56	286	270	1.40	0.00	0.00	1.85	196235	
1682946362168	6.48	0	113	65	47.15	57	286	270	1.40	0.00	0.00	1.88	196235	
1682946362864	6.48	0	113	65	47.15	57	286	270	1.40	0.00	0.00	1.70	196235	
1682946363550	6.48	0	113	65	47.15	93	286	270	1.40	0.00	0.00	0.00	196235	
1682946364216	6.48	0	113	65	47.15	57	286	270	1.40	0.00	0.00	1.58	196235	
1682946364918	6.48	0	113	65	47.15	56	287	270	1.40	0.00	0.00	1.83	196235	
1682946365605	6.48	0	113	65	47.15	57	287	270	1.40	0.00	0.00	2.00	196235	
1682946366280	6.48	0	113	65	47.15	57	288	270	1.40	0.00	0.00	0.60	196235	
1682946366966	6.48	0	113	65	47.15	95	288	270	1.40	0.00	0.00	0.60	196235	
1682946367620	6.48	0	113	65	47.15	56	288	270	1.40	0.00	0.00	1.67	196235	
1682946368249	6.48	0	113	65	47.15	57	288	270	1.40	0.00	0.00	2.00	196235	
1682946368936	6.48	0	113	65	47.15	57	288	270	1.40	0.00	0.00	2.00	196235	
1682946369604	6.48	0	113	65	47.15	55	289	270	1.40	0.00	0.00	2.00	196235	
1682946370276	6.48	0	113	65	47.15	57	289	270	1.40	0.00	0.00	1.68	196235	
1682946370952	6.48	0	113	65	47.15	57	289	270	1.40	0.00	0.00	1.72	196235	
1682946371620	6.48	0	113	65	47.15	57	290	270	1.40	0.00	0.00	1.87	196235	
1682946372290	6.48	0	113	65	47.15	57	290	270	1.40	0.00	0.00	2.00	196235	
1682946372992	6.48	0	113	65	47.15	57	290	270	1.40	0.00	0.00	1.78	196235	
1682946373657	6.48	0	113	65	47.15	57	290	270	1.40	0.00	0.00	1.73	196235	
1682946374345	6.48	0	113	65	47.15	56	290	270	1.40	0.00	0.00	1.23	196236	
1682946375010	6.48	0	113	65	47.15	56	290	270	1.40	0.00	0.00	1.19	196236	
1682946375693	6.48	0	113	65	47.15	57	290	270	1.40	0.00	0.00	1.05	196236	
1682946376339	6.48	0	113	65	47.15	95	290	270	1.40	0.00	0.00	0.00	196236	
1682946377006	6.48	0	113	65	47.15	63	290	270	1.40	0.00	0.00	0.71	196236	
1682946377701	6.48	0	113	65	47.15	56	290	270	1.40	0.00	0.00	1.18	196236	
1682946378362	6.48	0	113	65	47.15	57	290	270	1.40	0.00	0.00	1.67	196236	
1682946379060	6.48	0	113	65	47.15	57	289	270	1.40	0.00	0.00	1.89	196236	
1682946379730	6.48	0	114	65	47.15	57	289	270	1.40	0.00	0.00	1.83	196236	
1682946380362	6.48	0	114	65	47.15	58	289	270	1.40	0.00	0.00	1.88	196236	
1682946381033	6.48	0	114	65	47.15	58	288	270	1.40	0.00	0.00	1.98	196236	
1682946381730	6.48	0	114	65	47.15	57	288	270	1.40	0.00	0.00	2.00	196236	
1682946382382	6.48	0	114	65	47.15	57	288	270	1.40	0.00	0.00	2.00	196236	
1682946383065	6.49	0	114	65	47.15	56	288	270	1.40	0.00	0.00	1.89	196236	
1682946383717	6.49	0	114	65	47.15	57	288	270	1.40	0.00	0.00	0.60	196236	
1682946384416	6.49	0	114	65	47.15	96	287	270	1.40	0.00	0.00	0.00	196236	
1682946385063	6.49	0	114	65	47.15	50	286	270	1.40	0.00	0.00	1.22	196236	
1682946385735	6.49	0	114	65	47.15	57	286	270	1.40	0.00	0.00	2.00	196236	
1682946386402	6.49	0	114	65	47.15	59	285	270	1.40	0.00	0.00	2.00	196236	
1682946387085	6.49	0	114	65	47.15	58	285	270	1.40	0.00	0.00	2.00	196236	
1682946387734	6.49	0	114	65	47.15	56	284	270	1.40	0.00	0.00	2.00	196236	
1682946388410	6.49	0	114	65	47.15	55	284	270	1.40	0.00	0.00	2.00	196236	
1682946389087	6.49	0	114	65	47.15	59	283	270	1.40	0.00	0.00	2.00	196236	
1682946389768	6.49	0	114	65	47.15	54	283	270	1.40	0.00	0.00	0.60	196236	
1682946390440	6.49	0	114	65	47.15	68	282	270	1.40	0.00	0.00	1.45	196236	
1682946391106	6.49	0	114	65	47.15	59	281	270	1.40	0.00	0.00	2.00	196236	
1682946391769	6.49	0	114	65	47.15	73	281	270	1.40	0.00	0.00	2.00	196236	
1682946392422	6.49	0	114	65	47.15	54	280	270	1.40	0.00	0.00	2.00	196236	
1682946393088	6.49	0	114	65	47.15	48	279	270	1.40	0.00	0.00	2.00	196236	
1682946393742	6.50	0	114	65	47.15	53	278	270	1.40	0.00	0.00	0.60	196236	
1682946394427	6.50	0	114	65	47.15	74	277	270	1.40	0.00	0.00	1.47	196236	
1682946395112	6.50	0	114	65	47.15	57	277	270	1.40	0.00	0.00	2.00	196236	
1682946395793	6.50	0	114	65	47.15	58	276	270	1.40	0.00	0.00	2.00	196236	
1682946396440	6.50	0	114	65	47.15	57	275	270	1.40	0.00	0.00	2.00	196236	
1682946397090	6.50	0	114	65	47.15	72	275	270	1.40	0.00	0.00	2.00	196236	
1682946397745	6.50	0	114	65	47.15	72	274	269	1.40	0.00	0.00	2.00	196236	
1682946398429	6.50	0	114	65	47.15	51	274	269	1.40	0.00	0.00	2.00	196236	
1682946399079	6.50	0	114	65	47.15	53	272	269	1.40	0.00	0.00	2.00	196236	
1682946399747	6.50	0	114	65	47.15	63	272	269	1.40	0.00	0.00	0.60	196236	
1682946400398	6.50	0	114	65	47.15	95	272	269	1.40	0.00	0.00	0.84	196236	
1682946401082	6.50	0	114	65	47.15	56	271	269	1.40	0.00	0.00	1.71	196236	
1682946401745	6.50	0	114	65	47.15	57	270	269	1.40	0.00	0.00	0.60	196236	
1682946402421	6.50	0	114	65	47.15	96	270	269	1.40	0.00	0.00	0.00	196236	
1682946403079	6.50	0	114	65	47.15	93	270	269	1.40	0.00	0.00	0.00	196236	
1682946403734	6.50	0	114	65	47.15	51	270	269	1.40	0.00	0.00	1.47	196236	
1682946404403	6.50	0	114	65	47.15	57	269	268	1.40	0.00	0.00	2.00	196236	
1682946405066	6.51	0	114	65	47.15	58	269	268	1.40	0.00	0.00	2.00	196236	
1682946405735	6.51	0	114	65	47.15	57	268	268	1.40	0.00	0.00	2.00	196236	
1682946406403	6.51	0	114	65	47.15	53	268	268	1.40	0.00	0.00	2.00	196236	
1682946407075	6.51	0	114	65	47.15	61	268	268	1.40	0.00	0.00	2.00	196236	
1682946407768	6.51	0	114	65	47.15	56	268	267	1.40	0.00	0.00	2.00	196236	
1682946408455	6.51	0	114	65	47.15	54	268	267	1.40	0.00	0.00	2.00	196236	
1682946409143	6.51	0	114	65	47.15	57	268	267	1.40	0.00	0.00	2.00	196236	
1682946409821	6.51	0	114	65	47.15	58	268	267	1.40	0.00	0.00	2.00	196236	
1682946410454	6.51	0	114	65	47.15	57	268	267	1.40	0.00	0.00	2.00	196236	
1682946411123	6.51	0	114	65	47.15	57	267	267	1.40	0.00	0.00	2.00	196236	
1682946411775	6.51	0	114	65	47.15	56	267	266	1.40	0.00	0.00	2.00	196236	
1682946412458	6.52	0	114	65	47.15	56	267	266	1.40	0.00	0.00	2.00	196237	
1682946413125	6.52	0	114	65	47.15	70	267	266	1.40	0.00	0.00	2.00	196237	
1682946413778	6.52	0	114	65	47.15	52	267	266	1.40	0.00	0.00	2.00	196237	
1682946414443	6.52	0	114	65	47.15	61	268	266	1.40	0.00	0.00	2.00	196237	
1682946415127	6.52	0	114	66	47.15	58	267	265	1.40	0.00	0.00	0.60	196237	
1682946415774	6.52	0	114	66	47.15	61	267	265	1.40	0.00	0.00	1.50	196237	
1682946416430	6.52	0	114	66	47.15	57	267	265	1.40	0.00	0.00	2.00	196237	
1682946417112	6.52	0	115	66	47.15	57	267	265	1.40	0.00	0.00	2.00	196237	
1682946417796	6.52	0	115	66	47.15	56	267	265	1.40	0.00	0.00	2.00	196237	
1682946418447	6.52	0	115	66	47.15	56	267	265	1.40	0.00	0.00	2.00	196237	
1682946419097	6.52	0	115	66	47.15	56	267	264	1.40	0.00	0.00	2.00	196237	
1682946419744	6.52	0	115	66	47.15	57	267	264	1.40	0.00	0.00	1.21	196237	
1682946420428	6.52	0	115	66	47.15	56	267	264	1.40	0.00	0.00	1.30	196237	
1682946421083	6.52	0	115	66	47.15	57	267	264	1.40	0.00	0.00	1.51	196237	
1682946421746	6.52	0	115	66	47.15	58	267	264	1.40	0.00	0.00	1.75	196237	
1682946422402	6.52	0	115	66	47.15	58	267	264	1.40	0.00	0.00	1.97	196237	
1682946423067	6.52	0	115	66	47.15	58	267	263	1.40	0.00	0.00	2.00	196237	
1682946423741	6.52	0	115	66	47.15	57	268	263	1.40	0.00	0.00	1.74	196237	
1682946424419	6.52	0	115	66	47.15	56	267	263	1.40	0.00	0.00	1.75	196237	
1682946425089	6.52	0	115	66	47.15	57	267	263	1.40	0.00	0.00	2.00	196237	
1682946425752	6.52	0	115	66	47.15	56	268	263	1.40	0.00	0.00	2.00	196237	
1682946426420	6.52	0	115	66	47.15	73	268	263	1.40	0.00	0.00	2.00	196237	
1682946427087	6.52	0	115	66	47.15	56	268	262	1.40	0.00	0.00	2.00	196237	
1682946427772	6.52	0	115	66	47.15	49	268	262	1.40	0.00	0.00	2.00	196237	
1682946428421	6.52	0	115	66	47.15	58	268	262	1.40	0.00	0.00	2.00	196237	
1682946429121	6.52	0	115	66	47.15	62	268	262	1.40	0.00	0.00	2.00	196237	
1682946429775	6.52	0	115	66	47.15	59	268	262	1.40	0.00	0.00	2.00	196237	
1682946430455	6.52	0	115	66	47.15	57	269	262	1.40	0.00	0.00	2.00	196237	
1682946431108	6.52	0	115	66	47.15	57	269	261	1.40	0.00	0.00	2.00	196237	
1682946431824	6.52	0	115	66	47.15	57	269	261	1.40	0.00	0.00	2.00	196237	
1682946432475	6.52	0	115	66	47.15	54	269	261	1.40	0.00	0.00	2.00	196237	
1682946433168	6.52	0	115	66	47.15	53	270	261	1.40	0.00	0.00	2.00	196237	
1682946433825	6.52	0	115	66	47.15	53	270	261	1.40	0.00	0.00	2.00	196237	
1682946434494	6.52	0	115	66	47.15	50	270	261	1.40	0.00	0.00	2.00	196237	
1682946435188	6.53	0	115	66	47.15	52	270	261	1.40	0.00	0.00	2.00	196237	
1682946435881	6.53	0	115	66	47.15	56	270	261	1.40	0.00	0.00	2.20	196237	
1682946436563	6.53	0	115	66	47.15	54	271	261	1.40	0.00	0.00	2.22	196237	
1682946437214	6.53	0	115	66	47.15	54	271	260	1.40	0.00	0.00	2.10	196237	
1682946437888	6.53	0	115	66	47.15	52	271	260	1.40	0.00	0.00	2.00	196237	
1682946438568	6.53	0	115	66	47.15	65	271	260	1.40	0.00	0.00	2.00	196237	
1682946439249	6.53	0	115	66	47.15	67	272	260	1.40	0.00	0.00	2.10	196237	
1682946439900	6.53	0	115	66	47.15	51	272	260	1.40	0.00	0.00	2.42	196237	
1682946440600	6.53	0	115	66	47.15	53	272	260	1.40	0.00	0.00	2.25	196237	
1682946441268	6.53	0	115	66	47.15	56	272	260	1.40	0.00	0.00	2.34	196237	
1682946441986	6.54	0	115	66	47.15	55	272	260	1.40	0.00	0.00	2.31	196237	
1682946442652	6.54	0	115	66	47.15	54	272	260	1.40	0.00	0.00	1.99	196237	
1682946443303	6.54	0	115	66	47.15	55	272	260	1.40	0.00	0.00	2.03	196237	
1682946443955	6.54	0	115	66	47.15	53	272	260	1.40	0.00	0.00	2.06	196237	
1682946444654	6.54	0	115	66	47.15	54	273	260	1.40	0.00	0.00	2.08	196237	
1682946445308	6.54	0	115	66	47.15	54	273	260	1.40	0.00	0.00	2.09	196237	
1682946445978	6.54	0	115	66	47.15	50	274	260	1.40	0.00	0.00	0.60	196237	
1682946446639	6.54	0	115	66	47.15	96	274	260	1.40	0.00	0.00	0.00	196237	
1682946447298	6.54	0	115	66	47.15	96	274	260	1.40	0.00	0.00	0.00	196237	
1682946447956	6.54	0	115	66	47.15	59	275	260	1.40	0.00	0.00	0.99	196237	
1682946448648	6.54	0	115	66	47.15	56	274	260	1.40	0.00	0.00	0.60	196238	
1682946449305	6.54	0	115	66	47.15	98	274	260	1.40	0.00	0.00	0.00	196238	
1682946449958	6.54	0	115	66	47.15	96	274	260	1.40	0.00	0.00	0.00	196238	
1682946450624	6.54	0	115	66	47.15	97	274	260	1.40	0.00	0.00	0.00	196238	
1682946451293	6.54	0	115	66	47.15	61	274	260	1.40	0.00	0.00	0.95	196238	
1682946451960	6.54	0	115	66	47.15	57	275	260	1.40	0.00	0.00	1.00	196238	
1682946452613	6.54	0	115	66	47.15	58	275	260	1.40	0.00	0.00	0.98	196238	
1682946453280	6.54	0	116	66	47.15	59	275	260	1.40	0.00	0.00	0.60	196238	
1682946453941	6.54	0	116	66	47.15	95	275	260	1.40	0.00	0.00	0.00	196238	
1682946454628	6.54	0	116	66	47.15	93	275	260	1.40	0.00	0.00	0.00	196238	
1682946455284	6.54	0	116	66	47.15	94	275	260	1.40	0.00	0.00	0.00	196238	
1682946455947	6.54	0	116	66	47.15	92	275	260	1.40	0.00	0.00	0.00	196238	
1682946456632	6.54	0	116	66	47.15	99	275	260	1.40	0.00	0.00	0.00	196238	
1682946457349	6.54	0	116	66	47.15	99	275	260	1.40	0.00	0.00	1.28	196238	
1682946458001	6.54	0	116	66	47.15	60	275	260	1.40	0.00	0.00	1.67	196238	
1682946458683	6.54	0	116	66	47.15	59	275	260	1.40	0.00	0.00	1.54	196238	
1682946459334	6.54	0	116	66	47.15	61	275	259	1.40	0.00	0.00	1.16	196238	
1682946459984	6.54	0	116	66	47.15	63	275	259	1.40	0.00	0.00	1.03	196238	
1682946460641	6.54	0	116	66	47.15	63	275	259	1.40	0.00	0.00	1.20	196238	
1682946461353	6.54	0	116	66	47.15	61	275	259	1.40	0.00	0.00	1.94	196238	
1682946462003	6.54	0	116	66	47.15	61	275	259	1.40	0.00	0.00	1.32	196238	
1682946462654	6.54	0	116	66	47.15	62	276	259	1.40	0.00	0.00	0.00	196238	
1682946463322	6.54	0	116	66	47.15	93	276	259	1.40	0.00	0.00	0.00	196238	
1682946463987	6.54	0	116	66	47.15	55	276	259	1.40	0.00	0.00	0.92	196238	
1682946464650	6.54	0	116	66	47.15	63	276	259	1.40	0.00	0.00	1.30	196238	
1682946465307	6.54	0	116	66	47.15	60	276	259	1.40	0.00	0.00	2.00	196238	
1682946465989	6.54	0	116	66	47.15	62	277	259	1.40	0.00	0.00	2.00	196238	
1682946466658	6.55	0	116	66	47.15	61	276	259	1.40	0.00	0.00	2.00	196238	
1682946467358	6.55	0	116	66	47.15	79	277	259	1.40	0.00	0.00	1.75	196238	
1682946468008	6.55	0	116	66	47.15	78	276	259	1.40	0.00	16.59	1.74	196238	
1682946468675	6.55	0	116	66	47.15	77	276	259	1.40	0.00	21.31	1.75	196238	
1682946469358	6.56	0	116	66	47.15	78	276	259	1.40	0.00	21.41	1.75	196238	
1682946470025	6.56	0	116	66	47.15	79	276	259	1.40	0.00	21.84	1.75	196238	
1682946470678	6.56	0	116	66	47.15	75	277	259	1.40	0.00	22.80	1.75	196238	
1682946471358	6.56	0	116	67	47.15	75	277	259	1.40	0.00	22.82	1.75	196238	
1682946472013	6.56	0	116	67	47.15	75	277	259	1.40	0.00	22.78	1.75	196238	
1682946472680	6.56	0	116	67	47.15	75	277	259	1.40	0.00	22.82	1.75	196238	
1682946473364	6.57	0	116	67	47.15	77	277	259	1.40	0.00	22.70	1.75	196238	
1682946474028	6.57	0	116	67	47.15	75	277	259	1.40	0.00	22.77	1.75	196238	
1682946474682	6.57	0	116	67	47.15	75	277	259	1.40	0.00	23.01	1.75	196238	
1682946475344	6.58	0	116	67	47.15	76	278	259	1.40	0.00	22.92	1.75	196238	
1682946476000	6.58	0	116	67	47.15	77	278	259	1.40	0.00	0.00	0.00	196238	
1682946476663	6.58	0	116	67	47.15	71	278	259	1.40	0.00	0.00	0.00	196238	
1682946477317	6.59	0	116	67	47.15	59	279	259	1.40	0.00	0.00	2.00	196238	
1682946477983	6.59	0	116	67	47.15	58	280	260	1.40	0.00	0.00	2.00	196238	
